latitude,longitude,xco2,name,capacity_mw,generation_gwh,est_Gt_co2_emms,est_Gt_co2_atm,Gt_co2
16.3532,77.3422,400.047852,RAICHUR,1720.0,10422.69,0.0096931017,0.004361895765,3124.3737241199997
16.3532,77.3422,403.506414,RAICHUR,1720.0,10503.882,0.00976861026,0.004395874617,3151.38509334
16.3532,77.3422,405.88101,RAICHUR,1720.0,9833.69,0.0091453317,0.004115399265,3169.9306880999998
15.1932,76.7195,399.907629,BELLARY TPS,1700.0,5741.319,0.00533942667,0.0024027420015,3123.2785824899997
15.1932,76.7195,403.36371,BELLARY TPS,1700.0,5999.32,0.005579367599999999,0.00251071542,3150.2705751
15.1932,76.7195,405.711486,BELLARY TPS,1700.0,3738.4,0.0034767120000000003,0.0015645204000000002,3168.6067056599995
24.6217,77.0357,400.088268,CHHABRA TPS,1660.0,3991.512,0.00371210616,0.001670447772,3124.68937308
24.6217,77.0357,403.723754,CHHABRA TPS,1660.0,6133.784,0.00570441912,0.0025669886040000003,3153.0825187399996
24.6217,77.0357,405.99802,CHHABRA TPS,1660.0,6870.637949347289,0.006389693292892979,0.0028753619818018407,3170.8445361999998
14.704,78.4577,399.979959,RAYAL SEEMA,1650.0,6532.615,0.00607533195,0.0027338993775,3123.84347979
14.704,78.4577,403.419996,RAYAL SEEMA,1650.0,6020.8487,0.005599389291,0.00251972518095,3150.71016876
14.704,78.4577,405.838058,RAYAL SEEMA,1650.0,6216.6381,0.005781473433,0.00260166304485,3169.5952329799998
16.2949,77.3568,400.477556,YERMARUS TPP,1600.0,0.994875,9.252337499999999e-07,4.1635518749999996e-07,3127.7297123599997
16.2949,77.3568,403.956909,YERMARUS TPP,1600.0,233.59665,0.00021724488450000003,9.776019802500002e-05,3154.90345929
16.2949,77.3568,406.365811,YERMARUS TPP,1600.0,865.4,0.000804822,0.0003621699,3173.7169839099997
24.3696,88.1046,399.952101,SAGARDIGHI TPP,1600.0,2350.934,0.0021863686200000003,0.0009838658790000002,3123.62590881
24.3696,88.1046,403.428082,SAGARDIGHI TPP,1600.0,4222.614,0.00392703102,0.001767163959,3150.77332042
24.3696,88.1046,405.861438,SAGARDIGHI TPP,1600.0,5717.741,0.00531749913,0.0023928746085,3169.77783078
14.3444,80.1264,400.047852,DAMODARAM SANJEEVAIAH,1600.0,4750.17755,0.0044176651215000005,0.001987949304675,3124.3737241199997
14.3444,80.1264,403.506414,DAMODARAM SANJEEVAIAH,1600.0,8081.514,0.0075158080200000005,0.003382113609,3151.38509334
14.3444,80.1264,405.88101,DAMODARAM SANJEEVAIAH,1600.0,4482.947,0.004169140710000001,0.0018761133195000002,3169.9306880999998
25.9131,81.3274,400.383031,UNCHAHAR,1550.0,6353.0,0.00590829,0.0026587305,3126.99147211
25.9131,81.3274,404.068829,UNCHAHAR,1550.0,6335.0,0.005891550000000001,0.0026511975000000003,3155.7775544899996
25.9131,81.3274,406.319722,UNCHAHAR,1550.0,6337.0,0.00589341,0.0026520345,3173.35702882
13.2371,80.3023,399.949608,VALLUR ntpc/ntecl,1500.0,7130.507,0.00663137151,0.0029841171795,3123.6064384799997
13.2371,80.3023,403.435476,VALLUR ntpc/ntecl,1500.0,8564.379,0.007964872470000002,0.003584192611500001,3150.8310675599996
13.2371,80.3023,405.872465,VALLUR ntpc/ntecl,1500.0,6605.259,0.006142890870000001,0.0027643008915000005,3169.8639516499998
